id	分类模块	族	类型	英文	中文	状态
def_multibody_robotic_pivot_01_a_fluid_node_3_desc	机械与传动	多体物理	node_desc	Fluid connection for transfering fluids.	用于输送液体的流体连接	ok
def_multibody_robotic_pivot_01_b_name	机械与传动	多体物理	name	Robotic Pivot	机械枢轴b	ok
def_multibody_robotic_pivot_01_b_desc	机械与传动	多体物理	desc			ok
def_multibody_robotic_pivot_01_b_s_desc	机械与传动	多体物理	s_desc			ok
def_multibody_robotic_pivot_01_b_node_0_label	机械与传动	多体物理	label	RPS	RPS	ok
def_multibody_robotic_pivot_01_b_node_0_desc	机械与传动	多体物理	node_desc	Power connection for transfering mechanical energy.	用于传输机械能的连接	ok
def_multibody_robotic_pivot_01_b_fluid_name	机械与传动	多体物理	name	Robotic Pivot	机械枢轴b	ok
def_multibody_robotic_pivot_01_b_fluid_desc	机械与传动	多体物理	desc			ok
def_multibody_robotic_pivot_01_b_fluid_s_desc	机械与传动	多体物理	s_desc			ok
def_multibody_robotic_pivot_01_b_fluid_node_0_label	机械与传动	多体物理	label	Fluid	流体	ok
def_multibody_robotic_pivot_01_b_fluid_node_0_desc	机械与传动	多体物理	node_desc	Fluid connection for transfering fluids.	用于输送液体的流体连接	ok
def_multibody_suspension_a_name	机械与传动	多体物理	name	Suspension	悬挂	ok
def_multibody_suspension_a_desc	机械与传动	多体物理	desc	Power can be passed through the suspension, allowing you to attach and control a wheel at the end.	动力可以通过悬架传递，使您能够连接并控制末端的车轮	ok
def_multibody_suspension_a_s_desc	机械与传动	多体物理	s_desc	A shock absorber that can be used to improve handling of land-based vehicles.	可用于改善陆基车辆操控性的减震器	ok
def_multibody_suspension_a_node_0_label	机械与传动	多体物理	label	RPS	RPS	ok
def_multibody_suspension_a_node_0_desc	机械与传动	多体物理	node_desc	Power connection for transfering mechanical energy.	用于传输机械能的连接	ok
def_multibody_suspension_b_name	机械与传动	多体物理	name	Suspension	多体悬挂B	ok
def_multibody_suspension_b_desc	机械与传动	多体物理	desc			ok
def_multibody_suspension_b_s_desc	机械与传动	多体物理	s_desc			ok
def_multibody_suspension_b_node_0_label	机械与传动	多体物理	label	RPS	RPS	ok
def_multibody_suspension_b_node_0_desc	机械与传动	多体物理	node_desc	Power connection for transfering mechanical energy.	用于传输机械能的连接	ok
def_multibody_turret_large_a_name	机械与传动	多体物理	name	Turret Ring (Large)	炮塔座圈(大)	ok
def_multibody_turret_large_a_desc	机械与传动	多体物理	desc	A turret ring rotates in the same way as a velocity pivot. The gap inside the turret ring creates a door seal, and can be used to extend a sealed volume through the turret ring.	炮塔座圈的旋转方式与速度枢轴相同。炮塔内部的间隙形成门密封，并可用于通过炮塔扩展密封体积	ok
def_multibody_turret_large_a_s_desc	机械与传动	多体物理	s_desc	A large turret ring that can rotate continuously.	可以连续旋转的大型炮塔座圈	ok
def_multibody_turret_large_a_node_0_label	机械与传动	多体物理	label	Rotational Speed	转速	ok
def_multibody_turret_large_a_node_0_desc	机械与传动	多体物理	node_desc	The speed at which the turret should rotate.	炮塔旋转的速度	ok
def_multibody_turret_large_a_node_1_label	机械与传动	多体物理	label	Current Rotation	当前圈数	ok
def_multibody_turret_large_a_node_1_desc	机械与传动	多体物理	node_desc	The turrets measured rotation expressed in fractions of full turns.	炮塔测量的旋转以整圈的分数表示	ok
def_multibody_turret_large_a_node_2_label	机械与传动	多体物理	label	Electric	电	ok
def_multibody_turret_large_a_node_2_desc	机械与传动	多体物理	node_desc	Electrical power connection.	电源连接	ok
def_multibody_turret_large_b_name	机械与传动	多体物理	name	Turret Ring (Large)	炮塔座圈(大)b	ok
def_multibody_turret_large_b_desc	机械与传动	多体物理	desc			ok
def_multibody_turret_large_b_s_desc	机械与传动	多体物理	s_desc			ok
def_multibody_turret_medium_a_name	机械与传动	多体物理	name	Turret Ring (Medium)	炮塔座圈(中)	ok
def_multibody_turret_medium_a_desc	机械与传动	多体物理	desc	A turret ring rotates in the same way as a velocity pivot. The gap inside the turret ring creates a door seal, and can be used to extend a sealed volume through the turret ring.	炮塔座圈的旋转方式与速度枢轴相同。炮塔内部的间隙形成门密封，并可用于通过炮塔扩展密封体积	ok
def_multibody_turret_medium_a_s_desc	机械与传动	多体物理	s_desc	A medium turret ring that can rotate continuously.	可连续旋转的中型炮塔座圈	ok
def_multibody_turret_medium_a_node_0_label	机械与传动	多体物理	label	Rotational Speed	转速	ok
def_multibody_turret_medium_a_node_0_desc	机械与传动	多体物理	node_desc	The speed at which the turret should rotate.	炮塔旋转的速度	ok
def_multibody_turret_medium_a_node_1_label	机械与传动	多体物理	label	Current Rotation	当前圈数	ok
def_multibody_turret_medium_a_node_1_desc	机械与传动	多体物理	node_desc	The turrets measured rotation expressed in fractions of full turns.	炮塔测量的旋转以整圈的分数表示	ok
def_multibody_turret_medium_a_node_2_label	机械与传动	多体物理	label	Electric	电	ok
def_multibody_turret_medium_a_node_2_desc	机械与传动	多体物理	node_desc	Electrical power connection.	电源连接	ok
def_multibody_turret_medium_b_name	机械与传动	多体物理	name	Turret Ring (Medium)	炮塔座圈(中)b	ok
def_multibody_turret_medium_b_desc	机械与传动	多体物理	desc			ok
def_multibody_turret_medium_b_s_desc	机械与传动	多体物理	s_desc			ok
def_multibody_turret_small_a_name	机械与传动	多体物理	name	Turret Ring (Small)	炮塔座圈(小)	ok
def_multibody_turret_small_a_desc	机械与传动	多体物理	desc	A turret ring rotates in the same way as a velocity pivot. The gap inside the turret ring creates a door seal, and can be used to extend a sealed volume through the turret ring.	炮塔座圈的旋转方式与速度枢轴相同。炮塔内部的间隙形成门密封，并可用于通过炮塔扩展密封体积	ok
def_multibody_turret_small_a_s_desc	机械与传动	多体物理	s_desc	A small turret ring that can rotate continuously.	可以连续旋转的小炮塔座圈	ok
def_multibody_turret_small_a_node_0_label	机械与传动	多体物理	label	Rotational Speed	转速	ok
def_multibody_turret_small_a_node_0_desc	机械与传动	多体物理	node_desc	The speed at which the turret should rotate.	炮塔旋转的速度	ok
def_multibody_turret_small_a_node_1_label	机械与传动	多体物理	label	Current Rotation	当前圈数	ok
def_multibody_turret_small_a_node_1_desc	机械与传动	多体物理	node_desc	The turrets measured rotation expressed in fractions of full turns.	炮塔测量的旋转以整圈的分数表示	ok
def_multibody_turret_small_a_node_2_label	机械与传动	多体物理	label	Electric	电	ok
def_multibody_turret_small_a_node_2_desc	机械与传动	多体物理	node_desc	Electrical power connection.	电源连接	ok
def_multibody_turret_small_b_name	机械与传动	多体物理	name	Turret Ring (Small)	炮塔座圈(小)b	ok
def_multibody_turret_small_b_desc	机械与传动	多体物理	desc			ok
def_multibody_turret_small_b_s_desc	机械与传动	多体物理	s_desc			ok
def_multibody_velocity_pivot_01_a_fluid_name	机械与传动	多体物理	name	Velocity Pivot (Fluid)	速度轴(流体)	ok
def_multibody_velocity_pivot_01_a_fluid_desc	机械与传动	多体物理	desc	Inputting a value of 0 will cause it to stop. The pivot's current rotation can be read from its output. An output of 1 corresponds to one full turn, and -1 to a full turn in the opposite direction.	输入值0将导致它停止。可以从输出中读取轴的当前旋转。1的输出对应于一整圈，而-1对应于相反方向的整圈	ok
def_multibody_velocity_pivot_01_a_fluid_s_desc	机械与传动	多体物理	s_desc	A pivot that will continuously rotate at a set input speed.	以设定的输入速度连续旋转的轴	ok
def_multibody_velocity_pivot_01_a_fluid_node_0_label	机械与传动	多体物理	label	Rotational Speed	转速	ok
def_multibody_velocity_pivot_01_a_fluid_node_0_desc	机械与传动	多体物理	node_desc	The speed at which the pivot should rotate.		todo
def_multibody_velocity_pivot_01_a_fluid_node_1_label	机械与传动	多体物理	label	Current Rotation	当前圈数	ok
def_multibody_velocity_pivot_01_a_fluid_node_1_desc	机械与传动	多体物理	node_desc	The pivot's measured rotation expressed in fractions of full turns.	枢轴的测量旋转以整圈的分数表示	ok
def_multibody_velocity_pivot_01_a_fluid_node_2_label	机械与传动	多体物理	label	Electric	电	ok
def_multibody_velocity_pivot_01_a_fluid_node_2_desc	机械与传动	多体物理	node_desc	Electrical power connection.	电源连接	ok
def_multibody_velocity_pivot_01_a_fluid_node_3_label	机械与传动	多体物理	label	Fluid	流体	ok
def_multibody_velocity_pivot_01_a_fluid_node_3_desc	机械与传动	多体物理	node_desc	Fluid connection for transfering fluids.	用于输送液体的流体连接	ok
def_multibody_velocity_pivot_01_a_torque_name	机械与传动	多体物理	name	Velocity Pivot (Power)	速度轴(动力)	ok
def_multibody_velocity_pivot_01_a_torque_desc	机械与传动	多体物理	desc	Inputting a value of 0 will cause it to stop. The pivot's current rotation can be read from its output. An output of 1 corresponds to one full turn, and -1 to a full turn in the opposite direction.	输入值0将导致它停止。可以从输出中读取轴的当前旋转。1的输出对应于一整圈，而-1对应于相反方向的整圈	ok
def_multibody_velocity_pivot_01_a_torque_s_desc	机械与传动	多体物理	s_desc	A pivot that will continuously rotate at a set input speed.	以设定的输入速度连续旋转的轴	ok
def_multibody_velocity_pivot_01_a_torque_node_0_label	机械与传动	多体物理	label	Rotational Speed	转速	ok
def_multibody_velocity_pivot_01_a_torque_node_0_desc	机械与传动	多体物理	node_desc	The speed at which the pivot should rotate.		todo
def_multibody_velocity_pivot_01_a_torque_node_1_label	机械与传动	多体物理	label	Current Rotation	当前圈数	ok
def_multibody_velocity_pivot_01_a_torque_node_1_desc	机械与传动	多体物理	node_desc	The pivot's measured rotation expressed in fractions of full turns.	枢轴的测量旋转以整圈的分数表示	ok
def_multibody_velocity_pivot_01_a_torque_node_2_label	机械与传动	多体物理	label	Electric	电	ok
def_multibody_velocity_pivot_01_a_torque_node_2_desc	机械与传动	多体物理	node_desc	Electrical power connection.	电源连接	ok
def_multibody_velocity_pivot_01_a_torque_node_3_label	机械与传动	多体物理	label	RPS	RPS	ok
def_multibody_velocity_pivot_01_a_torque_node_3_desc	机械与传动	多体物理	node_desc	Power connection for transfering mechanical energy.	用于传输机械能的连接	ok
def_multibody_velocity_pivot_01_b_fluid_name	机械与传动	多体物理	name	Velocity Pivot	速度轴	ok
def_multibody_velocity_pivot_01_b_fluid_desc	机械与传动	多体物理	desc			ok
def_multibody_velocity_pivot_01_b_fluid_s_desc	机械与传动	多体物理	s_desc			ok
def_multibody_velocity_pivot_01_b_fluid_node_0_label	机械与传动	多体物理	label	Fluid	流体	ok
def_multibody_velocity_pivot_01_b_fluid_node_0_desc	机械与传动	多体物理	node_desc	Fluid connection for transfering fluids.	用于输送液体的流体连接	ok
def_multibody_velocity_pivot_01_b_torque_name	机械与传动	多体物理	name	Velocity Pivot	速度轴	ok
def_multibody_velocity_pivot_01_b_torque_desc	机械与传动	多体物理	desc			ok
def_multibody_velocity_pivot_01_b_torque_s_desc	机械与传动	多体物理	s_desc			ok
def_multibody_velocity_pivot_01_b_torque_node_0_label	机械与传动	多体物理	label	RPS	RPS	ok
def_multibody_velocity_pivot_01_b_torque_node_0_desc	机械与传动	多体物理	node_desc	Power connection for transfering mechanical energy.	用于传输机械能的连接	ok
def_multibody_velocity_pivot_a_name	机械与传动	多体物理	name	Velocity Pivot	速度轴	ok
def_multibody_velocity_pivot_a_desc	机械与传动	多体物理	desc	Inputting a value of 0 will cause it to stop. The pivot's current rotation can be read from its output. An output of 1 corresponds to one full turn, and -1 to a full turn in the opposite direction.	输入值0将导致它停止。可以从输出中读取轴的当前旋转。1的输出对应于一整圈，而-1对应于相反方向的整圈	ok
def_multibody_velocity_pivot_a_s_desc	机械与传动	多体物理	s_desc	A pivot that will continuously rotate at a set input speed.	以设定的输入速度连续旋转的轴	ok
def_multibody_velocity_pivot_a_node_0_label	机械与传动	多体物理	label	Rotational Speed	转速	ok
def_multibody_velocity_pivot_a_node_0_desc	机械与传动	多体物理	node_desc	The speed at which the pivot should rotate.	枢轴旋转的速度	ok
def_multibody_velocity_pivot_a_node_1_label	机械与传动	多体物理	label	Current Rotation	当前圈数	ok
def_multibody_velocity_pivot_a_node_1_desc	机械与传动	多体物理	node_desc	The pivot's measured rotation expressed in fractions of full turns.	枢轴的测量旋转以整圈的分数表示	ok
def_multibody_velocity_pivot_a_node_2_label	机械与传动	多体物理	label	Electric	电	ok
